# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
09/02/2025 00:00:00,Class A,636093247,55.585810,10.806822,Under way using engine,0.2,9.9,156.3,155,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,636093247,55.585810,10.806822,Under way using engine,0.2,9.9,156.3,155,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,636093247,55.585810,10.806822,Under way using engine,0.2,9.9,156.3,155,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,636093247,55.585810,10.806822,Under way using engine,0.2,9.9,156.3,155,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class B,219014818,91.000000,0.000000,Unknown value,,,,,Unknown,Unknown,VH 1,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219031289,91.000000,0.000000,Unknown value,,,,,Unknown,OUIK,MYGGENES,Fishing,,11,36,GPS,,SKAGEN,,AIS,12,24,6,5
09/02/2025 00:00:00,Class A,219016689,55.822017,10.052550,Unknown value,0.0,0.0,270.4,237,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2190066,56.530068,8.166947,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,259490000,57.889563,9.986857,Under way using engine,0.0,23.7,180.6,182,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,259490000,57.889563,9.986857,Under way using engine,0.0,23.7,180.6,182,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class B,220383000,56.741020,8.169950,Unknown value,,3.8,21.5,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2579999,91.000000,0.000000,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2579999,91.000000,0.000000,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2655146,56.789980,12.937965,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2194016,55.160003,14.886903,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Internal,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,563101700,54.747705,13.896992,Under way using engine,0.0,13.3,308.2,308,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219006284,56.763963,8.863537,Reserved for future use,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,259029000,57.645647,10.754120,Under way using engine,0.0,8.6,184.4,183,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219006284,56.763963,8.863537,Reserved for future use,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219000407,57.296720,10.921450,Under way using engine,0.0,0.0,0.0,195,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219001431,54.999250,9.671108,Under way using engine,0.0,0.0,33.3,49,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,230995000,56.402173,5.439258,Under way using engine,-5.4,14.9,3.3,5,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,231336000,54.900905,12.056630,Under way using engine,0.0,0.2,89.0,167,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219002686,56.795157,8.863923,Under way using engine,0.0,0.0,316.3,212,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219002732,57.439285,10.549658,Under way using engine,,0.0,85.6,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219002686,56.795157,8.863923,Under way using engine,0.0,0.0,316.3,212,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,538010283,55.550560,14.906040,Under way using engine,-2.9,12.0,240.1,239,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219002732,57.439285,10.549658,Under way using engine,,0.0,85.6,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219001431,54.999250,9.671108,Under way using engine,0.0,0.0,33.3,49,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219010873,57.716597,10.587028,Under way using engine,0.0,0.0,317.7,141,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,211282410,91.000000,0.000000,Unknown value,,,,,Unknown,DJEI,TRIJNTJE,Fishing,,26,44,GPS,1.2,HOERNUM,,AIS,34,10,22,4
09/02/2025 00:00:00,Class B,244153423,91.000000,0.000000,Unknown value,,,,,Unknown,PC8494,,Sailing,,4,12,Undefined,,Unknown,,AIS,9,3,2,2
09/02/2025 00:00:00,Class A,538007007,54.777092,13.092220,Under way using engine,0.0,6.7,271.6,272,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,257600000,55.186557,11.085213,Under way using engine,-1.1,12.8,32.4,32,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,257600000,55.186557,11.085213,Under way using engine,-1.1,12.8,32.4,32,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,538008157,57.735623,10.832353,Under way using engine,0.0,4.5,335.2,336,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,538008157,57.735623,10.832353,Under way using engine,0.0,4.5,335.2,336,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,538008157,57.735623,10.832353,Under way using engine,0.0,4.5,335.2,336,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,257600000,55.186557,11.085213,Under way using engine,-1.1,12.8,32.4,32,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219015127,57.058990,9.882142,Under way using engine,0.0,0.0,317.0,198,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,312994000,56.126450,12.311262,Under way using engine,0.0,0.0,333.8,169,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219000896,55.099830,14.693365,Under way sailing,0.0,0.0,76.3,265,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,AtoN,992111923,54.949617,13.083867,Unknown value,,,,,Unknown,Unknown,BALTIC2 WINDFARM SW,Undefined,,12,8,Surveyed,,Unknown,,AIS,4,4,4,8
09/02/2025 00:00:00,Class A,636023924,57.258998,11.811207,Under way using engine,0.0,11.1,135.8,137,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2190071,57.110043,8.648283,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,636023924,57.258998,11.811207,Under way using engine,0.0,11.1,135.8,137,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219001343,57.120545,8.598273,Under way using engine,0.0,0.0,197.7,150,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,211363300,54.758767,8.294883,Under way using engine,0.0,0.0,289.7,21,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,636021119,56.176787,11.285087,Under way using engine,-0.7,14.2,31.3,31,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,636021119,56.176787,11.285087,Under way using engine,-0.7,14.2,31.3,31,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,266475000,56.756838,7.697485,Under way using engine,0.0,11.2,40.0,43,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,220317000,54.751452,10.671062,Engaged in fishing,0.0,0.0,333.3,253,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,220317000,54.751452,10.671062,Engaged in fishing,0.0,0.0,333.3,253,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,636021119,56.176787,11.285087,Under way using engine,-0.7,14.2,31.3,31,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,266475000,56.756838,7.697485,Under way using engine,0.0,11.2,40.0,43,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,255815000,54.678890,12.466930,Under way using engine,-1.1,16.5,234.8,234,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2190071,57.110043,8.648283,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219016832,55.211800,11.198233,Under way using engine,0.0,0.2,174.3,251,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2190071,57.110043,8.648283,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219016832,55.211800,11.198233,Under way using engine,0.0,0.2,174.3,251,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219005867,57.715317,10.582752,Engaged in fishing,0.0,0.0,345.2,112,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,257031080,57.135487,11.960747,Under way using engine,0.0,10.0,338.0,339,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219025783,56.165917,10.220505,Unknown value,,0.0,208.2,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219016832,55.211800,11.198233,Under way using engine,0.0,0.2,174.3,251,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,211325200,55.088600,8.566605,Engaged in fishing,0.0,0.0,279.7,261,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2190068,56.447257,10.945873,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219030656,56.022292,11.165240,Under way using engine,75.0,8.8,250.1,249,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219030656,56.022292,11.165240,Under way using engine,75.0,8.8,250.1,249,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219705000,56.152418,10.253333,Reserved for future amendment [HSC],0.0,0.0,23.9,20,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219024675,55.592897,12.680065,Under way using engine,0.0,0.0,169.6,223,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219024675,55.592897,12.680065,Under way using engine,0.0,0.0,169.6,223,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219006113,57.320642,11.123977,Engaged in fishing,0.0,0.0,55.2,65,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219006113,57.320642,11.123977,Engaged in fishing,0.0,0.0,55.2,65,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,246996000,55.324943,5.335767,Under way using engine,0.0,9.0,188.0,188,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2190068,56.447257,10.945873,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2655120,56.233603,16.454962,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2190068,56.447257,10.945873,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,220349000,57.321535,11.125707,Unknown value,0.0,0.0,314.5,91,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,538010583,58.166252,9.207960,Under way using engine,2.9,6.6,40.2,47,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2190068,56.447257,10.945873,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2190068,56.447257,10.945873,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2190068,56.447257,10.945873,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,GPS,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,265768860,55.756710,12.903415,Unknown value,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219017895,57.913040,9.664168,Engaged in fishing,0.0,0.5,257.9,333,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219017895,57.913040,9.664168,Engaged in fishing,0.0,0.5,257.9,333,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219004203,56.127345,12.310455,Engaged in fishing,,0.0,290.9,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219005929,57.121575,8.599288,Engaged in fishing,0.0,0.0,0.0,146,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,273414440,57.115373,11.640668,Under way using engine,0.0,10.3,158.8,160,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219001061,54.933962,10.833708,Under way using engine,0.0,0.0,325.1,303,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219001061,54.933962,10.833708,Under way using engine,0.0,0.0,325.1,303,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,273414440,57.115373,11.640668,Under way using engine,0.0,10.3,158.8,160,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,273414440,57.115373,11.640668,Under way using engine,0.0,10.3,158.8,160,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219001553,57.321983,11.126797,Engaged in fishing,0.0,0.0,325.3,292,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219001553,57.321983,11.126797,Engaged in fishing,0.0,0.0,325.3,292,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,258514000,55.458502,8.449788,Moored,-0.4,0.0,277.1,7,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,258514000,55.458502,8.449788,Moored,-0.4,0.0,277.1,7,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219028116,54.468653,10.278815,Under way using engine,-2.9,19.2,36.7,39,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2655140,56.053638,12.707640,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2655140,56.053638,12.707640,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,258514000,55.458502,8.449788,Moored,-0.4,0.0,277.1,7,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2655140,56.053638,12.707640,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2655140,56.053638,12.707640,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Base Station,2655140,56.053638,12.707640,Unknown value,,,,,Unknown,Unknown,,Undefined,,,,Surveyed,,Unknown,,AIS,,,,
09/02/2025 00:00:00,Class A,219005826,56.803693,9.020148,Under way using engine,,0.0,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
